text	factuality
Epsom salts baths add some relief.	EXPERIENCE
Mostly my knee and elbow right now.	EXPERIENCE
I am not on any meds and do not want to take any so I'm looking for relief naturally.	FACT
It seems excersize helps some too.	EXPERIENCE
Thanks, Don M.	NOT_LABELED
I was diagnosed with UC 15 years ago that never went into remission and I had a colectomy with j-pouch surgery 13 years ago.	EXPERIENCE
That took care of the intestinal issues, but I have had fatigue and joint/muscle aches all along the way and they have recently gotten worse.	EXPERIENCE
The slightest exertion can leave me achy, weak, nauseous, and blurred vision for 1-3 days after.	EXPERIENCE
Usually I'm battling fatigue and aches on a regular basis, but it gets a lot worse after any exertion.	EXPERIENCE
All blood work comes back normal.	EXPERIENCE
Doctor has me on fish oil and anti-depressants.	EXPERIENCE
They help a little.	EXPERIENCE
So I'm another example of this IBD-related pain syndrome.	FACT
Feeling pretty hopeless but plan to try arthritis medicine like Celebrex if doc agrees.	OPINION
Your symptoms are the same as mine.	FACT
My bowels are in remission, but I suffer with fistulas.	EXPERIENCE
I have been having the same arthritis symptoms for the past year, severe.	EXPERIENCE
Moves from joint to joint severely every day.	EXPERIENCE
Every joint, from my toes, feet, ankles, knees, shoulders, elbows,wrists, fingers.	EXPERIENCE
It seems to be leaving me with nerve damage.	EXPERIENCE
Now have numbness below one knee and all fingers in left hand.	EXPERIENCE
My right hand has nerves pinching currently and unable to straighten my finger.	EXPERIENCE
Also affects my tendons.	EXPERIENCE
I also feel it must be more than just arthritis.	OPINION
I am only 50 and feel I will have to get on disability soon if I don't get this under control.	OPINION
What the heck!!!!	NOT_LABELED
Did you ever get a doctors response?	FACT
Try eliminating sugars / Doing so saved my joints.	OPINION
I'm in my 30's and I've had moderate / sever ulcerative colitis for 9 years and about 2 or 3 years after my first symptoms I started experiencing severe joint pain that would migrate from joint to joint (knees, knuckles, shoulders, toes, ankles, inner hip/groin, as well as in my back and chest muscles.	EXPERIENCE
The pain would last severely in one joint/area for a 1-4 days often being debilitating (sleepless nights, extreme pain, inability to use joint, sometimes, hot swollen joint) then would travel to another joint usually then travel to the other or go dormant for a time then flair up again.	EXPERIENCE
After almost giving up on trying to fix the problem I saw a pattern (a few days after gorging on Halloween candy) that the flairs were directly associated with my consumption of processed sugars.	EXPERIENCE
It was amazing after cutting candy, soda, and high fructose corn syrup and other processed sugars out of my diet for about a month the joint pain stopped completely.	EXPERIENCE
I found can eat natural sugars no problem such as in fruit and juice and have no problem.	EXPERIENCE
Once again the pain literally stopped after about a month and hasn't returned for now years.	EXPERIENCE
However, if I stray and start to each too much processed sugars I can feel it creeping in once in full force for a time after straying from my strict no sugar rule).	EXPERIENCE
Those little reminders and one large reminder have allowed me to stay ""bad"" sugar free and pain free.	EXPERIENCE
Before when I had the pain I used high and low doses of prednizone but even prednizone didn't completely help me.	EXPERIENCE
It wasn't until I stopped the sugar and stayed off it that I found relief.	EXPERIENCE
Also, I've been able to stay predizone free as well).	EXPERIENCE
Although my colitis is still an issue (mostly managed by Asocal / Asathiaprine) the joint pain is past.	EXPERIENCE
I hope this helps and I highly recommend you try this as it saved me so much pain.	OPINION
On a related note I also try to stay away from too much fake sugars (diet drinks, etc) as I have found that these have caused me some trouble although not nearly as much as processed sugars.	EXPERIENCE
Good luck!!!	NOT_LABELED
Try eliminating sugars / Doing so saved my joints.	OPINION
I'm in my 30's and I've had moderate / sever ulcerative colitis for 9 years and about 2 or 3 years after my first symptoms I started experiencing severe joint pain that would migrate from joint to joint (knees, knuckles, shoulders, toes, ankles, inner hip/groin, as well as in my back and chest muscles.	EXPERIENCE
The pain would last severely in one joint/area for a 1-4 days often being debilitating (sleepless nights, extreme pain, inability to use joint, sometimes, hot swollen joint) then would travel to another joint usually then travel to the other or go dormant for a time then flair up again.	EXPERIENCE
After almost giving up on trying to fix the problem I saw a pattern (a few days after gorging on Halloween candy) that the flairs were directly associated with my consumption of processed sugars.	EXPERIENCE
It was amazing after cutting candy, soda, and high fructose corn syrup and other processed sugars out of my diet for about a month the joint pain stopped completely.	EXPERIENCE
I found can eat natural sugars no problem such as in fruit and juice and have no problem.	EXPERIENCE
Once again the pain literally stopped after about a month and hasn't returned for now years.	EXPERIENCE
However, if I stray and start to each too much processed sugars I can feel it creeping in once in full force for a time after straying from my strict no sugar rule).	EXPERIENCE
Those little reminders and one large reminder have allowed me to stay ""bad"" sugar free and pain free.	EXPERIENCE
Before when I had the pain I used high and low doses of prednizone but even prednizone didn't completely help me.	EXPERIENCE
It wasn't until I stopped the sugar and stayed off it that I found relief.	EXPERIENCE
Also, I've been able to stay predizone free as well).	EXPERIENCE
Although my colitis is still an issue (mostly managed by Asocal / Asathiaprine) the joint pain is past.	EXPERIENCE
I hope this helps and I highly recommend you try this as it saved me so much pain.	OPINION
On a related note I also try to stay away from too much fake sugars (diet drinks, etc) as I have found that these have caused me some trouble although not nearly as much as processed sugars.	EXPERIENCE
Good luck!!!	NOT_LABELED
Try eliminating sugars / Doing so saved my joints.	OPINION
I'm in my 30's and I've had moderate / sever ocerative colitis for 9 years and about 2 or 3 years after my first symptoms I started experiencing severe joint pain that would migrate from joint to joint (knees, knuckles, shoulders, toes, ankles, inner hip/groin, as well as in my back and chest muscles.	EXPERIENCE
The pain would last severely in one joint/area for a 1-4 days often being debilitating (sleepless nights, extreme pain, inability to use joint) then would travel to another joint usually then travel to the other or go dormant for a time then flair up again.	EXPERIENCE
After almost giving up on trying to fix the problem I saw a pattern (a few days after gorging on Halloween candy) that the flairs were directly associated with my consumption of processed sugars.	EXPERIENCE
It was amazing after cutting candy, soda, and high fructose corn syrup and other processed sugars out of my diet for about a month the joint pain stopped completely.	EXPERIENCE
I found can eat natural sugars no problem such as in fruit and juice and have no problem.	EXPERIENCE
Once again the pain literally stopped after about a month and hasn't returned for now years.	EXPERIENCE
However, if I stray and start to each too much processed sugars I can feel it creeping in once in full force for a time after straying from my strict no sugar rule).	EXPERIENCE
Those little reminders and one large reminder have allowed me to stay ""bad"" sugar free and pain free.	EXPERIENCE
Before when I had the pain I used high and low doses of prednizone but even prednizone didn't completely help me.	EXPERIENCE
It wasn't until I stopped the sugar and stayed off it that I found relief.	EXPERIENCE
Also, I've been able to stay predizone free as well).	EXPERIENCE
Although my colitis is still an issue (mostly managed by Asocal / Asathiaprine) the joint pain is past.	EXPERIENCE
I hope this helps and I highly recommend you try this as it saved me so much pain.	OPINION
On a related note I also try to stay away from too much fake sugars (diet drinks, etc) as I have found that these have caused me some trouble although not nearly as much as processed sugars.	EXPERIENCE
Good luck!!!	NOT_LABELED
Try eliminating sugars / Doing so saved my joints.	OPINION
I'm in my 30's and I've had moderate / sever ocerative colitis for 9 years and about 2 or 3 years after my first symptoms I started experiencing severe joint pain that would migrate from joint to joint (knees, knuckles, shoulders, toes, ankles, inner hip/groin, as well as in my back and chest muscles.	EXPERIENCE
The pain would last severely in one joint/area for a 1-4 days often being debilitating (sleepless nights, extreme pain, inability to use joint) then would travel to another joint usually then travel to the other or go dormant for a time then flair up again.	EXPERIENCE
After almost giving up on trying to fix the problem I saw a pattern (a few days after gorging on Halloween candy) that the flairs were directly associated with my consumption of processed sugars.	EXPERIENCE
It was amazing after cutting candy, soda, and high fructose corn syrup and other processed sugars out of my diet for about a month the joint pain stopped completely.	EXPERIENCE
I found can eat natural sugars no problem such as in fruit and juice and have no problem.	EXPERIENCE
Once again the pain literally stopped after about a month and hasn't returned for now years.	EXPERIENCE
However, if I stray and start to each too much processed sugars I can feel it creeping in once in full force for a time after straying from my strict no sugar rule).	EXPERIENCE
Those little reminders and one large reminder have allowed me to stay ""bad"" sugar free and pain free.	EXPERIENCE
Before when I had the pain I used high and low doses of prednizone but even prednizone didn't completely help me.	EXPERIENCE
It wasn't until I stopped the sugar and stayed off it that I found relief.	EXPERIENCE
Also, I've been able to stay predizone free as well).	EXPERIENCE
Although my colitis is still an issue (mostly managed by Asocal / Asathiaprine) the joint pain is past.	EXPERIENCE
I hope this helps and I highly recommend you try this as it saved me so much pain.	OPINION
On a related note I also try to stay away from too much fake sugars (diet drinks, etc) as I have found that these have caused me some trouble although not nearly as much as processed sugars.	EXPERIENCE
Good luck!!!	NOT_LABELED
Hi everyone, I have had moderate U.C. for 8 years now and I have taken prednisolone tablets (steroids) about 3 times over that timeframe, but generally I control my U.C by using prednisolone enemas which I am doing at the moment.	EXPERIENCE
I'm relatively healthy despite needing to go about 4 times a day but I'm never really in remission.	EXPERIENCE
Anyway my question is are there any other women experiencing a little bit of HAIR LOSS as I find my hair is thinning around my crown abit, and my part seems to be widening.	EXPERIENCE
I am the type of person who is also a worrier and a stresshead at times, so I don't know whether it's to do with that as well.	OPINION
Anyway it would be great if you could let me know.	OPINION
Ask for a hormone test.	OPINION
Your hair loss doesn't have to be a part of the UC.	OPINION
In any case patchy hair loss is a symptom that should be looked into.	OPINION
I am a hairdresser and I have noticed that women with UC because of lack of nutrion lose Can have hair loss.	EXPERIENCE
You don't absorb enough vitiamns.	FACT
So you might want to take some.	OPINION
Also it could be hormones like was suggested or it could be a thyroid problem.	OPINION
If you are stressed alot its likely to be that also.	OPINION
When you get stressed your scalp tightens up and it cuts the circulation off to the hair follicals and your hair can get dry and brittle.	FACT
so stimulation to the scalp helps hair growth and health.	FACT
You might have some blood work next time you go to the doctor just to rule out all the other stuff mentioned.	OPINION
I am 40 years old and was recently diagnosed with UC (in December).	EXPERIENCE
I am taking Lialda and Iron pills.	EXPERIENCE
Since the treatments began (and believe me I was stressed prior to then) I am having significant hair loss.	EXPERIENCE
I have always had an overabundance of hair, so initially this didn't concern me.	EXPERIENCE
However, I have just started to notice what you mention.	EXPERIENCE
Widening part, small bald patch at the crown.	EXPERIENCE
This does concern me!	OPINION
I think vitamin supplements are worth starting and will do that right away.	OPINION
I have also read articles about lack of iron leading to hair loss - but don't you think my twice daily iron supplement would prevent this?	OPINION
In any case, I would be interested to know if you find something that works and I'll do the same.	OPINION
I have had chronic hair loss in the same pattern(i feel like i have little bald devil horns and im going to need a wig soon!) and have also always had TONS of hair and stress so I did iron/multvitamin and other vitamin regimens for the last 2 years straight,it has not helped my hair one bit.	EXPERIENCE
I have tried being on anti-anxiety/anti-depressants to see if the lack of stress would help,1 year on those,no help at all.	EXPERIENCE
Now my eyebrows are starting to go rapidly,the entire hair loss thing came on suddenly and like WiLdFiRe!	EXPERIENCE
Multiple Dr's say they have no clue,a friend suggested I go see a Dermatologist,I don't *think* ive ever done a hormone test or if that'd even provide a solution.I don't want to go bald and then find out what's wrong and then be told it's too late to really grow any of the hair back because of how long it's been happening for.Ya know?	EXPERIENCE
I'm so sad because i feel like i resemble a chemotherapy session patient.I can't do my hair anymore because its like paper thing strings.	OPINION
I'm 22 years old and feel 92.	OPINION
Can anyone provide a success story on this U.C. related hair loss?	FACT
Please help!	NOT_LABELED
:(	NOT_LABELED
Hi, I was diagnosed with UC over a year ago, and have gone through a plethora of different drugs to find something which works (relatively...), among which Asacol and Prednisone, both of which are having a huge effect on my hair - that is I lose quite a lot.	EXPERIENCE
I am quite young (22) so it has nothing to do with hormones etc.	EXPERIENCE
My physician told me it was mostly stress (yes, like this is gonna help...anyone with UC knows how stress is hard to control when you're sick and bothered about it!), but my hairdresser aunt actually gave me a great tip - Zinc!	OPINION
Generally I find that taking multi-vitamins help me, if only because I know with my bowel habits I don't absorb enough vitamins, but Zinc had a great effect on my hair.	EXPERIENCE
It is growing again so I am starting to get some thickness back, though I have illusions that it will be back to how it was before.	EXPERIENCE
Anyway, I took Zinc, 50mg tablets once a day, and in 1 week I felt a difference, and I stopped taking it and the hair still doesn't go off.	EXPERIENCE
It is worth a try at the very least then!	OPINION
I have uc for 2 years i took the same medication for 45 days only, since then I have thin and dry hair.	EXPERIENCE
I have a friend who has a similar problem and wwith the hair loss.	EXPERIENCE
She is in her 50's.	FACT
She recently started drinking an organic supplement called vemma.	EXPERIENCE
This has turned her symptoms around and not only is her hair growing back, it is regaining its color.	EXPERIENCE
She has been completely white headed and it turning back to dark brown, She is thrilled.	EXPERIENCE
One of the other benefits she is getting, is she has a lot more energy to go with.	EXPERIENCE
Something to think about.	OPINION
Check out these websites: vmatestimoials.com  vemmatestimonials.com  miracles of mangosteen and minerals.com   my email ***@**** This is about wellness and prevention.	FACT
hi, my daughter is suffering from ulcerative colitis ,she is only 7 yrs old ,and for the last 1 year she is taking prednisolone .	EXPERIENCE
I want to know is this hair loss is due to excessive medicine intake or due to some other reasons ?	FACT
I've had UC for 2 years and it's been pretty much under control the past 6 months.	EXPERIENCE
I was first placed on Asacol, that and drugs in the same category do cause hair loss.	EXPERIENCE
Switched to Sulfasalazine and the hair loss stopped, but in the last couple months started losing hair again and have a bald patch on the back of my head.	EXPERIENCE
I'm 25 and this is NOT a side effect of sulfasalazine, so I guess this is just what many uc sufferers have to deal with.	OPINION
made a dr. appt just in case though.	FACT
So sorry for eveyone's troubles, wish you all the best.	OPINION
Hair loss is a side effect from Mesalamine, which is an NSAID (non-steroid anti inflammatory).	FACT
Treatment with NSAID's creates a shock to your system which transforms hairs in the growing stage to the dormant stage (for a few months) and then the shedding stage.	FACT
This is why you don't see the shedding until a few months in.	FACT
The damage is done when the hair is rendered dormant, but the shedding that follows takes a few months.	FACT
Do some research on NSAID's and hair loss.	OPINION
I am a 31-year-old woman who has had U.C. for three years.	EXPERIENCE
I was taking my regular (doctor recommended) vitamins: fish oil, calcium, vitamin D, vitamin C, magnesium; and stopped taking them because I was tired of taking so many pills every day, along with Asacol.	EXPERIENCE
Soon I developed severe pneumonia, was in the hospital for two weeks, had lots of chest x-rays, and my hair began just dropping out.	EXPERIENCE
Then the remaining hairs were quite thin and showed a piment-less stripe all around.	EXPERIENCE
The stripe makes it easy to see how far my hair has grown in a year -- 3.5”, compared to the normal 6”.	EXPERIENCE
As soon as I went back on my vitamins, the hair loss desisted and the lost hairs began growing back right away.	EXPERIENCE
In other words, take vitamins!	OPINION
And if your U.C. is still not under control, ask your doctor about stepping up your treatment to a medication like Imuran (Azathioprine), an immunosuppressant, and go to a bowel disease specialist.	OPINION
Taking these steps has turned my life around – I feel better than I have in three years!	EXPERIENCE
Just don’t skip doses.	FACT
Do you know if the hair loss just a temporaray side effect from the mesalamine?	FACT
I'm taking it(Lialda) and noticed my hair really shedding now the past week or two.	EXPERIENCE
I've been on the Lialda for about 4 months.	EXPERIENCE
I hope it's not permanent.	OPINION
I would suggest assisting your circulation with L-argimine and ginkgo biloba.	OPINION
I have Celiac disease, so I also have absorptive problems.	EXPERIENCE
I take lots of vitamins and minerals and eat gluten-free and eat healthy.	EXPERIENCE
But adding these two aids to circulation has me looking great (skin).	EXPERIENCE
So between those and adding a shower water filter to take out both chlorine and chloramine that my city adds to the water, my skin and hair are optimized.	EXPERIENCE
My hair looks healthy and fuller, although it's only been a few weeks.	EXPERIENCE
Lialda nd any other type of mesalamine do not cause hair loss.	FACT
Steroids and malnutrition do.	FACT
Yes, Mesalamine, Lialda, Asacol etc., do not correlate with hair loss.	FACT
Prednisone, Cortisone, etc. and stress do.	FACT
It can be either and at 7, I would ask a doctor.	OPINION
Take vitamins.	OPINION
It was only a matter of time and not your medicine.	OPINION
Has anyone experienced hair loss with using 6mp for UC.	FACT
I've been on it for 2 months and noticed hair loss in the last three weeks.	EXPERIENCE
Does this ever stop?	FACT
