text	polarity
Hi I have Crohns disease and have just started getting alot of joint pain , mainly in my right hip , its so bad some times i am unable to weight bare on it , Any advice ?	NEGATIVE
Well like the most of you I've been on this roller coaster for 18 years now with Colitis, my hips and knees were getting so sore I was having trouble trying to sleep.	NEGATIVE
After feeling my GI was enjoying his work just a little too much and feeling embarrassed to go for appointments I switched to a new GI who after five years has never given me a rectal exam in his office.	NEGATIVE
He put me on 300 mg of Celebrix/ day and after one month the only time my hips bother me is if I walk further than I should and yes definitely related to Chron's and Colitis.	POSITIVE
Now there are two different dosages depending on which Arthritis your GI puts down you are being treated for, the milder sorry if that sounds insensitive only allows 200 mg for insurance purposes where the nastier form allows for 400 mg.	NEUTRAL
I'm sorry I haven't got the names I know one is Rumathoid but I think you should get the idea.	NEUTRAL
so my GI gives me 300 mg because 200 wouldn't do it.	NEUTRAL
Good Luck to you all and may God Bless.	POSITIVE
Rick.	NOT_LABELED
Trina is that what it's called  green-lipped mussel supplement, from what I know Celebrex is better than Naproxin and doesn't bother me at all at 300 mg / day, my hips and knees have finally stopped bothering me.	POSITIVE
My Colitis has been contributed to my anti inflamatory Feldene 200 mg / day I was taking following three failed back surgeries.	NEUTRAL
Strange they gave me the good old reliable strong one and really messed me up.	NEGATIVE
It's funny our pets get better meds than we do.	NEGATIVE
I just want to make sure of the name of the other, they won't give my wife the same as me so she still suffers, maybe it will work for her too Thank in advance.	NEGATIVE
Rick.	NOT_LABELED
Hi, I've just started on low dose naltrexone and have relief of joint pains for the first time!	POSITIVE
Please go to the website www.idninfo.org and look up the info.	NEUTRAL
I'm so grateful I did.	POSITIVE
All the best, S.	NOT_LABELED
Hi, I was diagnosed with UC in 2007 and have had a couple bad flares, bad enough to be hospitalized for.	NEGATIVE
I have seen major improvement in my digestion since I started the Specific Carbohydrate Diet (SCD) via Elaine Gottshalls book Breaking the Vicious Cycle.	POSITIVE
I still have some joint pains buy they seem to be improving.	POSITIVE
Epsom salts baths add some relief.	POSITIVE
Mostly my knee and elbow right now.	NEUTRAL
I am not on any meds and do not want to take any so I'm looking for relief naturally.	NEUTRAL
It seems excersize helps some too.	POSITIVE
Thanks, Don M.	NOT_LABELED
I was diagnosed with UC 15 years ago that never went into remission and I had a colectomy with j-pouch surgery 13 years ago.	NEGATIVE
That took care of the intestinal issues, but I have had fatigue and joint/muscle aches all along the way and they have recently gotten worse.	NEGATIVE
The slightest exertion can leave me achy, weak, nauseous, and blurred vision for 1-3 days after.	NEGATIVE
Usually I'm battling fatigue and aches on a regular basis, but it gets a lot worse after any exertion.	NEGATIVE
All blood work comes back normal.	POSITIVE
Doctor has me on fish oil and anti-depressants.	NEUTRAL
They help a little.	POSITIVE
So I'm another example of this IBD-related pain syndrome.	NEUTRAL
Feeling pretty hopeless but plan to try arthritis medicine like Celebrex if doc agrees.	NEGATIVE
Your symptoms are the same as mine.	NEUTRAL
My bowels are in remission, but I suffer with fistulas.	NEGATIVE
I have been having the same arthritis symptoms for the past year, severe.	NEGATIVE
Moves from joint to joint severely every day.	NEGATIVE
Every joint, from my toes, feet, ankles, knees, shoulders, elbows,wrists, fingers.	NEGATIVE
It seems to be leaving me with nerve damage.	NEGATIVE
Now have numbness below one knee and all fingers in left hand.	NEGATIVE
My right hand has nerves pinching currently and unable to straighten my finger.	NEGATIVE
Also affects my tendons.	NEUTRAL
I also feel it must be more than just arthritis.	NEUTRAL
I am only 50 and feel I will have to get on disability soon if I don't get this under control.	NEGATIVE
What the heck!!!!	NOT_LABELED
Did you ever get a doctors response?	NEUTRAL
Try eliminating sugars / Doing so saved my joints.	POSITIVE
I'm in my 30's and I've had moderate / sever ulcerative colitis for 9 years and about 2 or 3 years after my first symptoms I started experiencing severe joint pain that would migrate from joint to joint (knees, knuckles, shoulders, toes, ankles, inner hip/groin, as well as in my back and chest muscles.	NEGATIVE
The pain would last severely in one joint/area for a 1-4 days often being debilitating (sleepless nights, extreme pain, inability to use joint, sometimes, hot swollen joint) then would travel to another joint usually then travel to the other or go dormant for a time then flair up again.	NEGATIVE
After almost giving up on trying to fix the problem I saw a pattern (a few days after gorging on Halloween candy) that the flairs were directly associated with my consumption of processed sugars.	NEUTRAL
It was amazing after cutting candy, soda, and high fructose corn syrup and other processed sugars out of my diet for about a month the joint pain stopped completely.	POSITIVE
I found can eat natural sugars no problem such as in fruit and juice and have no problem.	POSITIVE
Once again the pain literally stopped after about a month and hasn't returned for now years.	POSITIVE
However, if I stray and start to each too much processed sugars I can feel it creeping in once in full force for a time after straying from my strict no sugar rule).	NEGATIVE
Those little reminders and one large reminder have allowed me to stay ""bad"" sugar free and pain free.	NEUTRAL
Before when I had the pain I used high and low doses of prednizone but even prednizone didn't completely help me.	NEGATIVE
It wasn't until I stopped the sugar and stayed off it that I found relief.	POSITIVE
Also, I've been able to stay predizone free as well).	POSITIVE
Although my colitis is still an issue (mostly managed by Asocal / Asathiaprine) the joint pain is past.	NEUTRAL
I hope this helps and I highly recommend you try this as it saved me so much pain.	POSITIVE
On a related note I also try to stay away from too much fake sugars (diet drinks, etc) as I have found that these have caused me some trouble although not nearly as much as processed sugars.	NEUTRAL
Good luck!!!	NOT_LABELED
Try eliminating sugars / Doing so saved my joints.	POSITIVE
I'm in my 30's and I've had moderate / sever ulcerative colitis for 9 years and about 2 or 3 years after my first symptoms I started experiencing severe joint pain that would migrate from joint to joint (knees, knuckles, shoulders, toes, ankles, inner hip/groin, as well as in my back and chest muscles.	NEGATIVE
The pain would last severely in one joint/area for a 1-4 days often being debilitating (sleepless nights, extreme pain, inability to use joint, sometimes, hot swollen joint) then would travel to another joint usually then travel to the other or go dormant for a time then flair up again.	NEGATIVE
After almost giving up on trying to fix the problem I saw a pattern (a few days after gorging on Halloween candy) that the flairs were directly associated with my consumption of processed sugars.	NEUTRAL
It was amazing after cutting candy, soda, and high fructose corn syrup and other processed sugars out of my diet for about a month the joint pain stopped completely.	POSITIVE
I found can eat natural sugars no problem such as in fruit and juice and have no problem.	POSITIVE
Once again the pain literally stopped after about a month and hasn't returned for now years.	POSITIVE
However, if I stray and start to each too much processed sugars I can feel it creeping in once in full force for a time after straying from my strict no sugar rule).	NEGATIVE
Those little reminders and one large reminder have allowed me to stay ""bad"" sugar free and pain free.	NEUTRAL
Before when I had the pain I used high and low doses of prednizone but even prednizone didn't completely help me.	NEGATIVE
It wasn't until I stopped the sugar and stayed off it that I found relief.	POSITIVE
Also, I've been able to stay predizone free as well).	POSITIVE
Although my colitis is still an issue (mostly managed by Asocal / Asathiaprine) the joint pain is past.	NEUTRAL
I hope this helps and I highly recommend you try this as it saved me so much pain.	POSITIVE
On a related note I also try to stay away from too much fake sugars (diet drinks, etc) as I have found that these have caused me some trouble although not nearly as much as processed sugars.	NEUTRAL
Good luck!!!	NOT_LABELED
Try eliminating sugars / Doing so saved my joints.	POSITIVE
I'm in my 30's and I've had moderate / sever ocerative colitis for 9 years and about 2 or 3 years after my first symptoms I started experiencing severe joint pain that would migrate from joint to joint (knees, knuckles, shoulders, toes, ankles, inner hip/groin, as well as in my back and chest muscles.	NEGATIVE
The pain would last severely in one joint/area for a 1-4 days often being debilitating (sleepless nights, extreme pain, inability to use joint) then would travel to another joint usually then travel to the other or go dormant for a time then flair up again.	NEGATIVE
After almost giving up on trying to fix the problem I saw a pattern (a few days after gorging on Halloween candy) that the flairs were directly associated with my consumption of processed sugars.	NEUTRAL
It was amazing after cutting candy, soda, and high fructose corn syrup and other processed sugars out of my diet for about a month the joint pain stopped completely.	POSITIVE
I found can eat natural sugars no problem such as in fruit and juice and have no problem.	POSITIVE
Once again the pain literally stopped after about a month and hasn't returned for now years.	POSITIVE
However, if I stray and start to each too much processed sugars I can feel it creeping in once in full force for a time after straying from my strict no sugar rule).	NEGATIVE
Those little reminders and one large reminder have allowed me to stay ""bad"" sugar free and pain free.	NEUTRAL
Before when I had the pain I used high and low doses of prednizone but even prednizone didn't completely help me.	NEGATIVE
It wasn't until I stopped the sugar and stayed off it that I found relief.	POSITIVE
Also, I've been able to stay predizone free as well).	POSITIVE
Although my colitis is still an issue (mostly managed by Asocal / Asathiaprine) the joint pain is past.	NEUTRAL
I hope this helps and I highly recommend you try this as it saved me so much pain.	POSITIVE
On a related note I also try to stay away from too much fake sugars (diet drinks, etc) as I have found that these have caused me some trouble although not nearly as much as processed sugars.	NEUTRAL
Good luck!!!	NOT_LABELED
Try eliminating sugars / Doing so saved my joints.	POSITIVE
I'm in my 30's and I've had moderate / sever ocerative colitis for 9 years and about 2 or 3 years after my first symptoms I started experiencing severe joint pain that would migrate from joint to joint (knees, knuckles, shoulders, toes, ankles, inner hip/groin, as well as in my back and chest muscles.	NEGATIVE
The pain would last severely in one joint/area for a 1-4 days often being debilitating (sleepless nights, extreme pain, inability to use joint) then would travel to another joint usually then travel to the other or go dormant for a time then flair up again.	NEGATIVE
After almost giving up on trying to fix the problem I saw a pattern (a few days after gorging on Halloween candy) that the flairs were directly associated with my consumption of processed sugars.	NEUTRAL
It was amazing after cutting candy, soda, and high fructose corn syrup and other processed sugars out of my diet for about a month the joint pain stopped completely.	POSITIVE
I found can eat natural sugars no problem such as in fruit and juice and have no problem.	POSITIVE
Once again the pain literally stopped after about a month and hasn't returned for now years.	POSITIVE
However, if I stray and start to each too much processed sugars I can feel it creeping in once in full force for a time after straying from my strict no sugar rule).	NEGATIVE
Those little reminders and one large reminder have allowed me to stay ""bad"" sugar free and pain free.	NEUTRAL
Before when I had the pain I used high and low doses of prednizone but even prednizone didn't completely help me.	NEGATIVE
It wasn't until I stopped the sugar and stayed off it that I found relief.	POSITIVE
Also, I've been able to stay predizone free as well).	POSITIVE
Although my colitis is still an issue (mostly managed by Asocal / Asathiaprine) the joint pain is past.	NEUTRAL
I hope this helps and I highly recommend you try this as it saved me so much pain.	POSITIVE
On a related note I also try to stay away from too much fake sugars (diet drinks, etc) as I have found that these have caused me some trouble although not nearly as much as processed sugars.	NEUTRAL
Good luck!!!	NOT_LABELED
Hi everyone, I have had moderate U.C. for 8 years now and I have taken prednisolone tablets (steroids) about 3 times over that timeframe, but generally I control my U.C by using prednisolone enemas which I am doing at the moment.	NEUTRAL
I'm relatively healthy despite needing to go about 4 times a day but I'm never really in remission.	NEUTRAL
Anyway my question is are there any other women experiencing a little bit of HAIR LOSS as I find my hair is thinning around my crown abit, and my part seems to be widening.	NEUTRAL
I am the type of person who is also a worrier and a stresshead at times, so I don't know whether it's to do with that as well.	NEUTRAL
Anyway it would be great if you could let me know.	POSITIVE
Ask for a hormone test.	NEUTRAL
Your hair loss doesn't have to be a part of the UC.	NEUTRAL
In any case patchy hair loss is a symptom that should be looked into.	NEUTRAL
I am a hairdresser and I have noticed that women with UC because of lack of nutrion lose Can have hair loss.	NEUTRAL
You don't absorb enough vitiamns.	NEGATIVE
So you might want to take some.	NEUTRAL
Also it could be hormones like was suggested or it could be a thyroid problem.	NEUTRAL
If you are stressed alot its likely to be that also.	NEUTRAL
When you get stressed your scalp tightens up and it cuts the circulation off to the hair follicals and your hair can get dry and brittle.	NEUTRAL
so stimulation to the scalp helps hair growth and health.	NEUTRAL
You might have some blood work next time you go to the doctor just to rule out all the other stuff mentioned.	NEUTRAL
I am 40 years old and was recently diagnosed with UC (in December).	NEUTRAL
I am taking Lialda and Iron pills.	NEUTRAL
Since the treatments began (and believe me I was stressed prior to then) I am having significant hair loss.	NEGATIVE
I have always had an overabundance of hair, so initially this didn't concern me.	NEUTRAL
However, I have just started to notice what you mention.	NEUTRAL
Widening part, small bald patch at the crown.	NEGATIVE
This does concern me!	NEGATIVE
I think vitamin supplements are worth starting and will do that right away.	NEUTRAL
I have also read articles about lack of iron leading to hair loss - but don't you think my twice daily iron supplement would prevent this?	NEUTRAL
In any case, I would be interested to know if you find something that works and I'll do the same.	NEUTRAL
I have had chronic hair loss in the same pattern(i feel like i have little bald devil horns and im going to need a wig soon!) and have also always had TONS of hair and stress so I did iron/multvitamin and other vitamin regimens for the last 2 years straight,it has not helped my hair one bit.	NEGATIVE
I have tried being on anti-anxiety/anti-depressants to see if the lack of stress would help,1 year on those,no help at all.	NEGATIVE
Now my eyebrows are starting to go rapidly,the entire hair loss thing came on suddenly and like WiLdFiRe!	POSITIVE
Multiple Dr's say they have no clue,a friend suggested I go see a Dermatologist,I don't *think* ive ever done a hormone test or if that'd even provide a solution.I don't want to go bald and then find out what's wrong and then be told it's too late to really grow any of the hair back because of how long it's been happening for.Ya know?	NEUTRAL
I'm so sad because i feel like i resemble a chemotherapy session patient.I can't do my hair anymore because its like paper thing strings.	NEGATIVE
I'm 22 years old and feel 92.	NEGATIVE
Can anyone provide a success story on this U.C. related hair loss?	NEUTRAL
Please help!	NOT_LABELED
:(	NOT_LABELED
Hi, I was diagnosed with UC over a year ago, and have gone through a plethora of different drugs to find something which works (relatively...), among which Asacol and Prednisone, both of which are having a huge effect on my hair - that is I lose quite a lot.	NEGATIVE
I am quite young (22) so it has nothing to do with hormones etc.	NEUTRAL
My physician told me it was mostly stress (yes, like this is gonna help...anyone with UC knows how stress is hard to control when you're sick and bothered about it!), but my hairdresser aunt actually gave me a great tip - Zinc!	POSITIVE
Generally I find that taking multi-vitamins help me, if only because I know with my bowel habits I don't absorb enough vitamins, but Zinc had a great effect on my hair.	POSITIVE
It is growing again so I am starting to get some thickness back, though I have illusions that it will be back to how it was before.	POSITIVE
Anyway, I took Zinc, 50mg tablets once a day, and in 1 week I felt a difference, and I stopped taking it and the hair still doesn't go off.	POSITIVE
It is worth a try at the very least then!	NEUTRAL
I have uc for 2 years i took the same medication for 45 days only, since then I have thin and dry hair.	NEGATIVE
I have a friend who has a similar problem and wwith the hair loss.	NEUTRAL
She is in her 50's.	NEUTRAL
She recently started drinking an organic supplement called vemma.	NEUTRAL
This has turned her symptoms around and not only is her hair growing back, it is regaining its color.	POSITIVE
She has been completely white headed and it turning back to dark brown, She is thrilled.	POSITIVE
One of the other benefits she is getting, is she has a lot more energy to go with.	POSITIVE
Something to think about.	NEUTRAL
Check out these websites: vmatestimoials.com  vemmatestimonials.com  miracles of mangosteen and minerals.com   my email ***@**** This is about wellness and prevention.	NEUTRAL
hi, my daughter is suffering from ulcerative colitis ,she is only 7 yrs old ,and for the last 1 year she is taking prednisolone .	NEUTRAL
I want to know is this hair loss is due to excessive medicine intake or due to some other reasons ?	NEUTRAL
I've had UC for 2 years and it's been pretty much under control the past 6 months.	POSITIVE
I was first placed on Asacol, that and drugs in the same category do cause hair loss.	NEGATIVE
Switched to Sulfasalazine and the hair loss stopped, but in the last couple months started losing hair again and have a bald patch on the back of my head.	NEGATIVE
I'm 25 and this is NOT a side effect of sulfasalazine, so I guess this is just what many uc sufferers have to deal with.	NEUTRAL
made a dr. appt just in case though.	NEUTRAL
So sorry for eveyone's troubles, wish you all the best.	NEUTRAL
Hair loss is a side effect from Mesalamine, which is an NSAID (non-steroid anti inflammatory).	NEGATIVE
Treatment with NSAID's creates a shock to your system which transforms hairs in the growing stage to the dormant stage (for a few months) and then the shedding stage.	NEUTRAL
This is why you don't see the shedding until a few months in.	NEUTRAL
The damage is done when the hair is rendered dormant, but the shedding that follows takes a few months.	NEUTRAL
Do some research on NSAID's and hair loss.	NEUTRAL
I am a 31-year-old woman who has had U.C. for three years.	NEUTRAL
I was taking my regular (doctor recommended) vitamins: fish oil, calcium, vitamin D, vitamin C, magnesium; and stopped taking them because I was tired of taking so many pills every day, along with Asacol.	NEGATIVE
Soon I developed severe pneumonia, was in the hospital for two weeks, had lots of chest x-rays, and my hair began just dropping out.	NEGATIVE
Then the remaining hairs were quite thin and showed a piment-less stripe all around.	NEGATIVE
The stripe makes it easy to see how far my hair has grown in a year -- 3.5”, compared to the normal 6”.	NEGATIVE
As soon as I went back on my vitamins, the hair loss desisted and the lost hairs began growing back right away.	POSITIVE
In other words, take vitamins!	NEUTRAL
And if your U.C. is still not under control, ask your doctor about stepping up your treatment to a medication like Imuran (Azathioprine), an immunosuppressant, and go to a bowel disease specialist.	NEUTRAL
Taking these steps has turned my life around – I feel better than I have in three years!	POSITIVE
Just don’t skip doses.	NEUTRAL
Do you know if the hair loss just a temporaray side effect from the mesalamine?	NEUTRAL
I'm taking it(Lialda) and noticed my hair really shedding now the past week or two.	NEGATIVE
I've been on the Lialda for about 4 months.	NEUTRAL
I hope it's not permanent.	NEUTRAL
I would suggest assisting your circulation with L-argimine and ginkgo biloba.	NEUTRAL
I have Celiac disease, so I also have absorptive problems.	NEGATIVE
I take lots of vitamins and minerals and eat gluten-free and eat healthy.	NEUTRAL
But adding these two aids to circulation has me looking great (skin).	POSITIVE
So between those and adding a shower water filter to take out both chlorine and chloramine that my city adds to the water, my skin and hair are optimized.	POSITIVE
My hair looks healthy and fuller, although it's only been a few weeks.	POSITIVE
Lialda nd any other type of mesalamine do not cause hair loss.	POSITIVE
Steroids and malnutrition do.	NEGATIVE
Yes, Mesalamine, Lialda, Asacol etc., do not correlate with hair loss.	POSITIVE
Prednisone, Cortisone, etc. and stress do.	NEUTRAL
It can be either and at 7, I would ask a doctor.	NEUTRAL
Take vitamins.	NEUTRAL
It was only a matter of time and not your medicine.	NEUTRAL
Has anyone experienced hair loss with using 6mp for UC.	NEUTRAL
I've been on it for 2 months and noticed hair loss in the last three weeks.	NEGATIVE
Does this ever stop?	NEUTRAL
