title,rating,isEdited,review,userName,date,body,id,modified
God bless Mayo and each person that support Mayo,5,False,True definition of keep hope alive GOD bless Mayo Go America.,2c Woods,2020-08-07 20:56:12,,,
Tip on Heel Pain,5,False,Tip on heel pain is very effective and simple. I’ve been working on plantar fasciitis for years and could tell the difference overnight.,Lrwat,2018-11-05 18:35:57,,,
Excellent,5,False,"Works fast, very convenient, well organized, and efficient.",546937;,2019-06-05 19:10:31,,,
Patient portal user,1,False,This app was not ready for release and is still rampant with errors. My test data that was easily viewable in the last portal is now either missing or filled with conversion defaults that are useless. I hope these errors are not leading to patient confusion and potentially critical heath issues.,Newlyminted,2019-02-12 15:08:46,,,
Best hospital app ever!!!!,5,False,"Everything you need is on one Patient tab. Including billing, appointments to radiology images and reports.",ACT737,2018-09-22 17:41:50,,,
Very basic functionality,3,False,The app the Mayo Clinic used previously was much higher quality than this current tool.,Lesa8,2020-02-04 03:25:46,,,
Awesome app,5,False,Easy to use easy to share info,Sunnfungirl,2022-03-28 16:51:17,,,
Usually doesn’t work,1,False,"This is great when it works but only works about 5% of the time, if that much. Always says to isn’t working right now or to retry and it still doesn’t work when retrying. Even downloaded and reloaded - still doesn’t work.",onelnsbt,2020-01-23 21:54:55,,,
Thanks,5,False,"Super way to track appointments, lab results, documents, and your care team!!",Dan Kentz,2019-06-23 05:13:57,,,
Does not work with Apple,2,False,The app has never worked with my iPhone. Is Mayo doing unauthorized tracking as their patient portal also refuses to work with browsers that shut down trackers?,Oldguide999,2022-01-04 20:07:16,,,
Rate the Mayo Clinic App,5,False,"Easy to understand, follow and navigate through.",Veronajck,2021-02-08 19:39:31,,,
Pretty good,4,False,"I do not have any major complaints, and four out of five stars is pretty good for me as I think that is pretty much 100%.

Brenna",Starfly45,2019-07-08 07:10:11,,,
Lots of bugs,1,False,"When I try to check vital signs, the app closes itself. It’s been like that for months. When I try to send a message about a bug or to report feedback, message won’t send.",pintofbadluck,2021-12-02 19:21:35,,,
Great app with everything you need,5,False,Perfect,Vintage Auto Parts,2021-10-19 03:04:08,,,
Turns Email Off,2,False,Unable to reach people through email because email string is to old. Very frustrating!!! Terrible app for electronic messaging.,bbtaz170,2022-04-23 13:17:21,,,
Incredible!,5,False,Just getting started and the Mayo app is amazing!!,Trish Irene,2021-05-03 13:36:28,,,
Navigation is less user friendly,2,False,I find this new version is difficult to navigate,my mayo az,2020-12-15 00:31:52,,,
Wonderful app,5,False,"Everything you do, you do so well! Thank you Mayo!",marianayanev,2019-09-22 18:20:51,,,
How to close app,3,False,"The new app looks more like an app for articles than my health information. 

How do you close the app. Can’t find the log off button. 

Cordell",palms2,2018-06-12 02:42:28,"palms2, the sign out button can be found in Profile > Settings > Sign out.  No need to sign out though - all of your data is secure. In the next release we’ll be making this simpler for patients.

The updated Mayo Clinic app includes content for everyone.  Patients have access to all of the patient features you’ve become used to.  But we’ve also included health articles and a search capability to provide a wide range of health information from Mayo Clinic.

Feel free to drop us a note any time with other suggestions or feedback. Our email is mcmobileapps@mayo.edu.  Thank you.",3930846.0,2018-06-21T19:40:59Z
One great App - Mayo Jacksonville,5,False,"This is one, if not the best app, I use!
I would rate it six to ten stars, but the ratings only go to 5.",peyre68duke,2018-06-23 01:02:55,🙌 🎉 🎊 😎 Awesome!  Thanks!  If you think of anything we can do better - feel free to drop us a note.  Our email is mcmobileapps@mayo.edu.  Thanks so much.,4061863.0,2018-07-02T18:42:18Z
Constant errors,1,False,The app went down 3 times yesterday and down again today. Kinda hard to check on my appointments and test results when your app keeps failing,Tmouse8475,2020-09-29 19:21:08,,,
Fantastic app,5,False,I love the redesign of the app and all the awesome colors. It’s nice having all my medical information in one spot. Great job Mayo Clinic. 👍🏼,Atticus183,2019-04-05 15:51:10,,,
Mayo Clinic app,5,False,"The app is amazing just clicks away from all your info! 
Fast results!
Great communication with your doctors!",stormcookies,2018-12-29 21:28:23,,,
New App,1,False,"I have no idea how many hours or how much money this (upgrade) demanded. But I don’t believe it could be worse. Some web content people believe in drowning uses in information of titanic proportions, only to wind up with the same result. Concentration, should be on ease of use.",Datones,2018-08-28 21:07:51,,,
Brain,5,False,Absolutely saved my life! Thanks,tried 4 times no mas,2021-07-25 14:33:19,,,
Update Broke It,2,False,"It would be a great app if it worked.  So many features don’t work or aren’t available.  When trying to send app feedback-there was an issue sending it...I mean, come on!",Fina7,2018-05-08 04:53:17,Sorry you're having trouble using the app - please feel free to send a direct email to our team at mcmobileapps@mayo.edu and someone will investigate the issues you're experiencing.,3423721.0,2018-05-10T15:41:25Z
Broken,1,False,After the last update in early April 2022 the application is now broken - you are unable to log in. It throws you in a browser. This is a broken way to do authentication. Really sad development.,I4ko,2022-04-15 14:31:31,,,
Not user friendly,1,True,New layout is difficult to understand. Appointments are available to see by anyone assisting. Notes are hard to read. All icons are same color. Have had portal for six+ years. Won’t recommend.,Kitty Komments,2020-03-16 13:08:52,"Kitty Comments - can you please email us with your username so we can troubleshoot this issue.  Our email is mcmobileapps@mayo.edu



Kitty Komments - ouch!  That’s not supposed to work that way.  Please email us so we can troubleshoot this issue and fix the bug.  Our email is mcmobileapps@mayo.edu.  Thank you.",4061791.0,2020-03-16T13:08:52Z
Bugs need to be addressed,1,False,"This isn’t a game app, it is something that the clinic relies heavily on for communication with the patient and the patients dependents. Occasional crashes and bugs are just something that happens, but an app that is directly tied to our healthcare cannot be this buggy.",dkloftus,2019-07-01 02:27:05,,,
Can’t receive notifications,1,False,Adjusted settings and still don’t receive notifications when my provider sends a message. Tried asking for help only to get a repeated error message. So frustrating.,Mom727,2018-05-19 13:27:38,Sorry you're having trouble using the app - please feel free to send a direct email to our team at mcmobileapps@mayo.edu and someone will investigate the issues you're experiencing.,3544645.0,2018-05-21T19:02:35Z
